Textbox67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E=Excused   L=Late (15 minutes or less)   T=Tardy   X=Absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Textbox99,Textbox200,Textbox104,Textbox106,Textbox116,Textbox117,Textbox118,Textbox119,Textbox120,Textbox121,Textbox122,Textbox123,StudentID,StudentName,Grade,Textbox10,Textbox15,Textbox107,Textbox108,Textbox110,Textbox111,Textbox112,Textbox113,Textbox114,Textbox115,Textbox127,Textbox128,Textbox129,Textbox130,Textbox132,Textbox133,Textbox134,Textbox135,Textbox47,Textbox49,Textbox50,Textbox51,Textbox52,Textbox54,Textbox55,Textbox56,Textbox57,Textbox58,Textbox59,Textbox60,Textbox61,Textbox62,Textbox63,Textbox64,cycldayc,Date,Period0,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,TotalAbsent,cntUnexcused,TotalTardy,AbsenceDay
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16005,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/20/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16006,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/21/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16007,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/22/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16008,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/23/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16009,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/26/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16010,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/27/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16011,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,2/28/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16012,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/2/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16013,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/7/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16014,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/8/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16015,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/9/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16016,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/12/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16017,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/13/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16018,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/14/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16019,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/15/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16020,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/16/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16021,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/19/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16022,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/20/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16023,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/21/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16024,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/22/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16025,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/23/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16026,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/26/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16027,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/27/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16028,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/28/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16029,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/29/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16030,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,3/30/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16031,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,4/9/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16032,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,4/12/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16033,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,4/13/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16034,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,4/16/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16035,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,4/17/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16036,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,4/18/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16037,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,4/19/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16038,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,4/23/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16039,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,4/24/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16040,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,4/26/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16041,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,4/27/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16042,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,5/2/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16043,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,5/3/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3896,"Albert, Kayson ",5,Kayson Albert,(801)123-16044,A / T,2/ 111,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0,2,111,2,,,,,,,,,,,,,,,,,,5/4/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16045,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,Cycle Day  Totals,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16046,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,8/21/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16047,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,9/25/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16048,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,12/5/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16049,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,12/6/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16050,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,1/12/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16051,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,3/7/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16052,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,3/8/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16053,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,3/22/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16054,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,4/9/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16055,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,4/10/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16056,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,4/19/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3309,"Webster, Duncan ",5,Duncan Webster,(801)123-16057,A / T,3-Sep,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,0,3,9,,,,,,,,,,,,,,,,,,4/24/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16058,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,Cycle Day  Totals,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16059,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,9/19/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16060,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,11/1/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16061,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,11/13/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16062,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,11/16/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16063,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,1/16/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16064,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,1/17/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16065,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,1/18/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16066,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,1/19/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16067,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,1/25/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16068,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,1/30/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16069,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,2/6/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3045,"Solomon, Mohammed ",5,Mohammed Solomon,(801)123-16070,A / T,2-Oct,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,2,10,,,,,,,,,,,,,,,,,,5/4/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3377,"Clay, Kristofer ",5,Kristofer Clay,(801)123-16071,A / T,22/ 54,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,21,1,54,22,Cycle Day  Totals,22/ 54,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,21,1,54,22,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3377,"Clay, Kristofer ",5,Kristofer Clay,(801)123-16072,A / T,22/ 54,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,21,1,54,22,,,,,,,,,,,,,,,,,,8/21/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3377,"Clay, Kristofer ",5,Kristofer Clay,(801)123-16073,A / T,22/ 54,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,21,1,54,22,,,,,,,,,,,,,,,,,,8/28/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3377,"Clay, Kristofer ",5,Kristofer Clay,(801)123-16074,A / T,22/ 54,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,21,1,54,22,,,,,,,,,,,,,,,,,,9/5/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3377,"Clay, Kristofer ",5,Kristofer Clay,(801)123-16075,A / T,22/ 54,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,21,1,54,22,,,,,,,,,,,,,,,,,,9/6/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3377,"Clay, Kristofer ",5,Kristofer Clay,(801)123-16076,A / T,22/ 54,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,21,1,54,22,,,,,,,,,,,,,,,,,,9/14/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3377,"Clay, Kristofer ",5,Kristofer Clay,(801)123-16077,A / T,22/ 54,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,21,1,54,22,,,,,,,,,,,,,,,,,,9/19/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3377,"Clay, Kristofer ",5,Kristofer Clay,(801)123-16078,A / T,22/ 54,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,21,1,54,22,,,,,,,,,,,,,,,,,,9/20/2017,L,,,,,,,,,,,0,0,1,0
